site_code,site_name,site_type,site_type_name,start_date,end_date,rkm,rkm_total,site_description,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
IR4,Imnaha Weir Downstream Array,INT,Instream Remote Detection System,2016-08-18T00:00:00Z,NA,522.308.084,914,"The site is located downstream of the Oregon Dept. of Fish and Wildlife (ODFW) fish weir on the Imnaha River. There are six antennas approximately 75-feet downstream of the weir. The antennas are driven by Biomark IS1001s and controlled by a Biomark IS1001-MC. The instream antennas are anchored to the streambed with a through-strut system. The equipment is powered by a Hybrid- TEG (model 5220 and 1kw solar). The readers are connected to the controller via Biomark Data-Over-Power (DOP) cabling. The MC is connected to a satellite modem for remote telemetry. The site is being remotely monitored by Biomark with automatic downloads (and PTAGIS submissions) every four hours. The power supply and remote telemetry are being shared by the three interrogation sites at the weir, IR4, IR5, and IML.","c(-116.868774, 45.19446)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IR5,Imnaha Weir Upstream Array,INT,Instream Remote Detection System,2016-08-18T00:00:00Z,NA,522.308.084,914,"The site is located upstream of the Oregon Dept. of Fish and Wildlife (ODFW) fish weir on the Imnaha River. There are eight antennas approximately 300-feet upstream of the weir. The antennas are driven by Biomark IS1001s and controlled by a Biomark IS1001-MC. The instream antennas are anchored to the streambed with a through-strut system. The equipment is powered by a Hybrid- TEG (model 5220 and 1kw solar). The readers are connected to the controller via Biomark Data-Over-Power (DOP) cabling. The MC is connected to a satellite modem for remote telemetry. The site is being remotely monitored by Biomark with automatic downloads (and PTAGIS submissions) every four hours. The power supply and remote telemetry are being shared by the three interrogation sites at the weir, IR5, IR5, and IML.","c(-116.868593, 45.193188)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
JA1,Jacks Creek Seasonal IPTDS,INT,Instream Remote Detection System,2021-01-01T00:00:00Z,NA,522.224.047.001,794,"Jacks Creek is a tributary of the lower Clearwater River, Idaho. The confluence of Jacks Creek is on the south side of the Clearwater River at river kilometer 47. Jacks Creek is about 10 miles long, drains about 15,000 acres, and is a minor spawning area for Snake River summer steelhead within the Lower Mainstem Clearwater steelhead population. The Jacks Creek interrogation site was installed as a temporary and seasonal site downstream of river kilometer 1 to estimate steelhead abundance within the Jacks Creek spawning aggregate because an interrogation sites downstream of the Lower Mainstem Clearwater capable of providing a population estimate for the population does not exist.","c(-116.549759, 46.503864)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
JOC,Joseph Creek ISA @ km 3,INT,Instream Remote Detection System,2010-10-01T00:00:00Z,2014-09-30T17:00:00Z,522.271.007.003,803,"In-stream detection system consisting of a tandem array located in Joseph Creek. In 2019 the array was relocated 450m upstream after being regularly damaged in its former location. The paired array is deployed serially 40m apart, and consists of two 20 ft Biomark HDPE antennas, respectively. JOC is operated by Biomark and the Nez Perce Tribe and was installed for continuous monitoring on October 15, 2010. The array includes site monitoring equipment including air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by AC and a battery switcher and remote communication provided by a satellite modem.","c(-117.016408, 46.030237)",Snake River Basin Steelhead DPS,Grande Ronde River,Joseph Creek,GRJOS-s,GRROND
JUL,Potlatch River near Juliaetta,INT,Instream Remote Detection System,2008-10-02T00:00:00Z,2011-10-05T00:00:00Z,522.224.024.014,784,"The site is an Instream Floating Remote Detection System on the Potlatch River near Juliaetta. The site became operational 2-22-2013. The site is at rkm 14 on the Potlatch River, lat/long N 46 33 55.71, W 116 42 32.99 (Decimal Degrees 46.565475, -116.709164). It is roughly 50 meters downstream of where the flat panel array is. The site is made up of 1-8 antennas coded as ID: 01, 02, 03, 04, 05, 06, 07, 08. The antennas stretch across a suspended cable with antenna 01 starting on river right and ending at antenna 08 on river left.","c(-116.709318, 46.565323)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
KEN,Kenney Creek In-stream Arrays,INT,Instream Remote Detection System,2010-06-01T00:00:00Z,2015-09-03T00:00:00Z,522.303.416.029.000,1270,"In-stream detection system consisting of two 20ft x 3ft HDPE pipe antennas connected to standalone Biomark IS1001 readers. The site is located on Kenney Creek approximately 400-meters upstream of the confluence with the Lemhi river and is powered by photovoltaic solar. The site was originally installed approximately 300 meters downstream of its current location, but was moved in September 2015 to a temporary location 60 meters upstream of its current location. The site did not operate between December 2015 and June 2018, when it was reinstalled with its current equipment.","c(-113.654847, 45.026792)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
KHS,Big Bear Cr. @ Kendrick HS,INT,Instream Remote Detection System,2007-12-01T00:00:00Z,2008-10-22T11:20:25Z,522.224.024.023.000,793,"This floating array interrogation system is located near the mouth of Big Bear Creek adjacent to the high school in the town of Kendrick, Idaho.  The array is set up with an upper span of Bio Float antennas (01, 02, 03, 04) and a lower span of Bio Float antennas (05, 06, 07, 08).  KHS was originally installed in 2007 with 6 pass over PVC antennas. The floating array configuration came online January 2015.","c(-116.646846, 46.619115)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
KRS,SF Salmon River at Krassel Cr.,INT,Instream Remote Detection System,2008-01-22T00:00:00Z,2010-09-27T05:55:55Z,522.303.215.065,1105,"This in-stream interrogation system is located near Krassel Creek at rkm 65 on the South Fork Salmon River. Originally installed in 2008 with a single row of five antennas powered by a FS1001M multiplexor. In August 2020, an additional row of 5 antennas was added to the site and the FS1001M was replaced with the IS1001-MC.","c(-115.726994, 44.978472)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
LAP,"Lapwai Creek, near its mouth",INT,Instream Remote Detection System,2008-10-01T00:00:00Z,2011-01-01T00:00:00Z,522.224.019.001,766,"In-stream detection system consisting of two arrays located in Lapwai Creek.  The site (LAP) is located at river km 522.224.019.001 (46.443273, -116.812535) and consists of two arrays each having one 20 foot and one 10 foot Biomark HDPE antenna.  Each array spans the entire river at base flow.  LAP is operated by the Nez Perce Tribe Fisheries and cooperates with Reclamation.  The site was moved 750m upstream from its original location and reinstalled on November 6, 2012 and updated January 24, 2023 with a new IS1001 Master Controller, Cloudgate cellular modem,   and CSI probe board.  Electrical power is provided by a Clearwater Power.  ","c(-116.812535, 46.443273)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
LAW,Lawyer Creek Seasonal IPTDS,INT,Instream Remote Detection System,2023-01-27T00:00:00Z,NA,522.224.109.001,856,"Lawyer Creek is a tributary of the lower Clearwater River, Idaho. The confluence of Lawyer Creek is on the west side of the Clearwater River at river kilometer 109. Lawyers Creek is about 41 miles long, draining 137,360 acres, and is considered a major spawning area for Snake River summer steelhead within the Lower Mainstem Clearwater steelhead population. The Lawyer Creek interrogation site was installed as a temporary and seasonal site at river kilometer 1.5 to estimate steelhead abundance within the Lawyer Creek spawning aggregate because an interrogation site downstream of the Lower Mainstem Clearwater capable of providing a population estimate for the population does not exist.","c(-116.028985, 46.218469)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
LB8,Big Eightmile Creek,INT,Instream Remote Detection System,2015-07-06T00:00:00Z,2018-03-21T12:00:00Z,522.303.416.073.001,1315,"This in-stream detection system on Big Eightmile Creek is located approximately 0.5 km upstream of the confluence with the Lemhi River and is comprised of two arrays.  The upstream and downstream arrays each consist of one 10 ft antenna. The site is located 50 meters upstream of the bridge on Idaho state highway 28. LB8 is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. This site is powered by a battery bank, which is charged by solar panels.  Remote communication is provided by a cellular telephone modem. Site was removed in March 2018","c(-113.462458, 44.738218)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LBS,Big Springs Creek,INT,Instream Remote Detection System,2014-04-01T00:00:00Z,2017-05-03T08:00:00Z,522.303.416.077.001,1319,An in-stream detection system consisting of two antennas located on Big Springs Creek approximately 300 meters upstream from the confluence with the Lemhi River. The initial configuration of consisting of three arrays of two antennas each was replaced in May 2017 with two 20 ft antennas deployed about 37 meters apart.,"c(-113.433214, 44.727349)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LC1,Lower Lolo Creek at rkm 21,INT,Instream Remote Detection System,2011-11-01T00:00:00Z,NA,522.224.087.021,854,"Instream detection system consisting of a single array located in the Lolo Creek, a tributary to the Clearwater River. The array (LC1) is located at river km 522.224.087.021 (N 46.294434 W -115.976119) and consists of four 20 foot Biomark flat panel antennas that span the entire river at base flow. LC1 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe and Quantitative Consultants, Inc. and was installed for continuous monitoring in November 2011. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided by an AC battery switcher and remote communication provided by a land line phone modem.","c(-115.97616, 46.29436)",Snake River Basin Steelhead DPS,Clearwater River,Lolo Creek,CRLOL-s,SFCLWR
LC2,Upper Lolo Creek at rkm 25,INT,Instream Remote Detection System,2011-11-01T00:00:00Z,NA,522.224.087.025,858,"Instream detection system consisting of a single array located in the Lolo Creek, a tributary to the Clearwater River. The array (LC2) is located at river km 522.224.087.025 (N 46.290562 W -115.934153) and consists of four 20 foot Biomark flat panel antennas that span the entire river at base flow. LC2 is operated by the Integrated Status and Effectiveness Project (ISEMP) cooperators Nez Perce Tribe and Quantitative Consultants, Inc. and was installed for continuous monitoring in November 2011. The array includes ISEMP standard site monitoring equipment including: air and water temperature probes, and a water pressure transducer to monitor stream level. Electrical power is provided using a solar/propane hybrid thermal electric generator and remote communication provided by a satellite phone modem.","c(-115.933747, 46.290498)",Snake River Basin Steelhead DPS,Clearwater River,Lolo Creek,CRLOL-s,SFCLWR
